19:21:31
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.41%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.19MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.15%               17.05MiB / 6.773GiB   0.25%               174kB / 408kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               2.17%               56.5MiB / 6.773GiB    0.81%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               2.01%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  61.72%              518MiB / 6.773GiB     7.47%               747MB / 161MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.25%              27.08MiB / 6.773GiB   0.39%               156MB / 119MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.2MiB / 6.773GiB   2.50%               119kB / 149kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               184MiB / 6.773GiB     2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 11.87%              181.6MiB / 6.773GiB   2.62%               20.6MB / 24.8MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.41%               191.1MiB / 6.773GiB   2.76%               3.17MB / 3.97MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.40%               42.41MiB / 6.773GiB   0.61%               26MB / 22.3MB       0B / 0B             24
19:28:46
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.07%               467.8MiB / 2GiB       22.84%              54.8kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.8MiB / 2GiB       22.94%              57.1kB / 34kB       0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.51%               337.6MiB / 6.773GiB   4.87%               38.3MB / 2.28MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.70%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.19MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.09%               17.05MiB / 6.773GiB   0.25%               174kB / 408kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.84%               56.5MiB / 6.773GiB    0.81%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               1.54%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  37.24%              518MiB / 6.773GiB     7.47%               749MB / 163MB       0B / 0B             17
001ea55ed420        db                                                                                                     34.23%              26.66MiB / 6.773GiB   0.38%               158MB / 120MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.11%               173.2MiB / 6.773GiB   2.50%               119kB / 150kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.15%               184MiB / 6.773GiB     2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 8.00%               181.6MiB / 6.773GiB   2.62%               20.8MB / 25MB       0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.73%               191.2MiB / 6.773GiB   2.76%               3.2MB / 4MB         0B / 0B             21
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    1.83%               42.36MiB / 6.773GiB   0.61%               26.2MB / 22.5MB     0B / 0B             24
19:28:50
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.8MiB / 2GiB       22.84%              54.8kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.8MiB / 2GiB       22.94%              57.1kB / 34kB       0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.47%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.29MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.38%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.19MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.13%               17.05MiB / 6.773GiB   0.25%               174kB / 408kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               1.03%               56.5MiB / 6.773GiB    0.81%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.92%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  50.42%              373MiB / 6.773GiB     5.38%               751MB / 165MB       0B / 0B             17
001ea55ed420        db                                                                                                     54.14%              59.77MiB / 6.773GiB   0.86%               161MB / 122MB       0B / 0B             10
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.66%               173.2MiB / 6.773GiB   2.50%               121kB / 152kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.11%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 16.86%              181.6MiB / 6.773GiB   2.62%               20.9MB / 25.2MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               3.84%               191.1MiB / 6.773GiB   2.76%               3.22MB / 4.03MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.56%               42.36MiB / 6.773GiB   0.61%               26.3MB / 22.5MB     0B / 0B             24
19:28:55
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.12%               467.8MiB / 2GiB       22.84%              54.9kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.8MiB / 2GiB       22.94%              57.2kB / 34.1kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 3.02%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.29MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 3.07%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.2MB      0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.15%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.39%               56.5MiB / 6.773GiB    0.81%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.67%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  64.31%              373MiB / 6.773GiB     5.38%               752MB / 167MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.16%              61.19MiB / 6.773GiB   0.88%               163MB / 124MB       0B / 0B             10
d733bdecfa37        ca_org2                                                                                                0.12%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.2MiB / 6.773GiB   2.50%               121kB / 152kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.10%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 17.23%              181.6MiB / 6.773GiB   2.62%               21.1MB / 25.4MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.96%               191MiB / 6.773GiB     2.75%               3.23MB / 4.05MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.14%               42.33MiB / 6.773GiB   0.61%               26.5MB / 22.7MB     0B / 0B             24
19:28:59
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.08%               467.8MiB / 2GiB       22.84%              54.9kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.8MiB / 2GiB       22.94%              57.2kB / 34.1kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.51%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.3MB      0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.45%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.2MB      0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.16%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.52%               56.5MiB / 6.773GiB    0.81%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               1.00%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  52.14%              373MiB / 6.773GiB     5.38%               754MB / 170MB       0B / 0B             17
001ea55ed420        db                                                                                                     113.68%             28.34MiB / 6.773GiB   0.41%               165MB / 126MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.07%               173.2MiB / 6.773GiB   2.50%               121kB / 152kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.10%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.06%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 14.59%              181.6MiB / 6.773GiB   2.62%               21.2MB / 25.6MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.50%               191MiB / 6.773GiB     2.75%               3.25MB / 4.07MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.35%               42.32MiB / 6.773GiB   0.61%               26.7MB / 22.9MB     0B / 0B             24
19:29:03
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               467.8MiB / 2GiB       22.84%              54.9kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.8MiB / 2GiB       22.94%              57.2kB / 34.1kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.52%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.3MB      0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.59%               285.6MiB / 6.773GiB   4.12%               38.2MB / 1.21MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.14%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.85%               56.57MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.60%               57.13MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  61.16%              373MiB / 6.773GiB     5.38%               756MB / 172MB       0B / 0B             17
001ea55ed420        db                                                                                                     56.01%              28.16MiB / 6.773GiB   0.41%               168MB / 127MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.2MiB / 6.773GiB   2.50%               122kB / 153kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.09%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.09%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 15.21%              181.6MiB / 6.773GiB   2.62%               21.3MB / 25.7MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               2.74%               191MiB / 6.773GiB     2.75%               3.26MB / 4.09MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.69%               42.32MiB / 6.773GiB   0.61%               26.9MB / 23MB       0B / 0B             24
19:29:07
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               467.8MiB / 2GiB       22.84%              54.9kB / 33kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               469.8MiB / 2GiB       22.94%              57.2kB / 34.1kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.74%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.3MB      0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.80%               285.6MiB / 6.773GiB   4.12%               38.3MB / 1.21MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.15%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.63%               56.57MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.58%               57.13MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  63.71%              373MiB / 6.773GiB     5.38%               758MB / 174MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.05%              28.09MiB / 6.773GiB   0.41%               170MB / 129MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.08%               173.2MiB / 6.773GiB   2.50%               123kB / 155kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.12%               183.4MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.10%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 10.45%              181.7MiB / 6.773GiB   2.62%               21.5MB / 25.9MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.34%               191.1MiB / 6.773GiB   2.76%               3.28MB / 4.11MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.93%               42.46MiB / 6.773GiB   0.61%               27.1MB / 23.2MB     0B / 0B             24
19:29:12
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.10%               467.8MiB / 2GiB       22.84%              55kB / 33.1kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               469.8MiB / 2GiB       22.94%              57.3kB / 34.2kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.91%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.31MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.82%               285.6MiB / 6.773GiB   4.12%               38.3MB / 1.22MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.13%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               4.55%               56.74MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               2.47%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  63.64%              373MiB / 6.773GiB     5.38%               759MB / 177MB       0B / 0B             17
001ea55ed420        db                                                                                                     55.55%              28.58MiB / 6.773GiB   0.41%               172MB / 131MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.11%               173.2MiB / 6.773GiB   2.50%               123kB / 155kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.12%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.10%               184MiB / 6.773GiB     2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 10.95%              181.7MiB / 6.773GiB   2.62%               21.6MB / 26.1MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.45%               191.1MiB / 6.773GiB   2.76%               3.29MB / 4.12MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    2.27%               42.43MiB / 6.773GiB   0.61%               27.3MB / 23.3MB     0B / 0B             24
19:29:16
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.08%               467.8MiB / 2GiB       22.84%              55kB / 33.2kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.8MiB / 2GiB       22.94%              57.3kB / 34.2kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 2.81%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.31MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 2.95%               285.6MiB / 6.773GiB   4.12%               38.3MB / 1.22MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.12%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.84%               56.73MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.42%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  58.71%              373MiB / 6.773GiB     5.38%               761MB / 179MB       0B / 0B             17
001ea55ed420        db                                                                                                     57.61%              28.87MiB / 6.773GiB   0.42%               175MB / 133MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.42%               173.2MiB / 6.773GiB   2.50%               124kB / 156kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.07%               183.3MiB / 6.773GiB   2.64%               245kB / 162kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.08%               184MiB / 6.773GiB     2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 9.95%               181.7MiB / 6.773GiB   2.62%               21.8MB / 26.3MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               0.42%               191.1MiB / 6.773GiB   2.76%               3.32MB / 4.16MB     0B / 0B             20
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    5.11%               42.36MiB / 6.773GiB   0.61%               27.5MB / 23.5MB     0B / 0B             24
19:29:20
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.11%               467.8MiB / 2GiB       22.84%              55kB / 33.2kB       0B / 0B             28
eace4ff6047f        dev-peer0.org1.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.09%               469.8MiB / 2GiB       22.94%              57.3kB / 34.2kB     0B / 0B             29
a2a48cf88c76        peer0.org1.example.com                                                                                 3.37%               337.6MiB / 6.773GiB   4.87%               38.4MB / 2.32MB     0B / 0B             10
46a1d2bf98dd        peer0.org2.example.com                                                                                 3.51%               285.6MiB / 6.773GiB   4.12%               38.3MB / 1.22MB     0B / 0B             10
7ac0eb22a1d9        orderer.example.com                                                                                    0.11%               17.05MiB / 6.773GiB   0.25%               174kB / 409kB       0B / 0B             10
a2f080d03dc6        couchdb0                                                                                               0.50%               56.73MiB / 6.773GiB   0.82%               173kB / 123kB       0B / 0B             31
935ab172f170        couchdb1                                                                                               0.51%               57.37MiB / 6.773GiB   0.83%               173kB / 123kB       0B / 0B             31
1465e9a5e36a        clair                                                                                                  62.90%              373MiB / 6.773GiB     5.38%               762MB / 181MB       0B / 0B             17
001ea55ed420        db                                                                                                     52.68%              28.78MiB / 6.773GiB   0.41%               177MB / 134MB       0B / 0B             9
d733bdecfa37        ca_org2                                                                                                0.00%               7.992MiB / 6.773GiB   0.12%               19kB / 35.3kB       0B / 0B             9
5a84c3fe3425        ca_orderer                                                                                             0.00%               8.621MiB / 6.773GiB   0.12%               14.6kB / 27.1kB     0B / 0B             9
f4f3aff0c60a        ca_org1                                                                                                0.00%               9MiB / 6.773GiB       0.13%               29.9kB / 59.8kB     0B / 0B             9
9fd9225005a6        bbdivr-anchore_analyzer_1                                                                              0.71%               173.2MiB / 6.773GiB   2.50%               127kB / 160kB       0B / 0B             10
8edf0d45e5da        bbdivr-anchore_api_1                                                                                   0.11%               183.3MiB / 6.773GiB   2.64%               247kB / 164kB       0B / 0B             9
64046ab15c34        bbdivr-anchore_policy-engine_1                                                                         0.09%               183.9MiB / 6.773GiB   2.65%               2.67MB / 1.24MB     0B / 0B             10
e466112a2db4        bbdivr-anchore_queue_1                                                                                 15.70%              181.7MiB / 6.773GiB   2.62%               21.9MB / 26.5MB     0B / 0B             18
27d4984dddf8        bbdivr-anchore_catalog_1                                                                               3.23%               191.1MiB / 6.773GiB   2.76%               3.34MB / 4.19MB     0B / 0B             21
c016d2c48e0e        bbdivr-anchore_db_1                                                                                    3.59%               42.35MiB / 6.773GiB   0.61%               27.7MB / 23.6MB     0B / 0B             24
19:29:24
CONTAINER ID        NAME                                                                                                   CPU %               MEM USAGE / LIMIT     MEM %               NET I/O             BLOCK I/O           PIDS
0f383000d887        dev-peer0.org2.example.com-bbdivr_1-8f702d08b0e754643a3cca19a5c62efe83c1648e8e9d95211995b7d0a6d34c77   0.27%               467.8MiB / 2GiB       22.84%              55.1kB / 33.2kB     0B / 0B             28
